Transaction_ID,Date,Customer_Type,Crop_Type,Harvest_Season,Moisture_Content_%,DM_Content_%,Quantity_MT,Price_per_MT_INR,Total_Sales_INR,Logistics_Cost_INR,Profit_Margin_%,Payment_Mode,Credit_Period_Days,Bagging_Type
TXN2024-002130,29-08-2024,Individual Farmer,Hybrid Mix,Kharif,66.5,33.5,7.31,6617,52982.88,4174.11,16.62,Credit,21,Bale-50kg
TXN2024-005345,30-08-2024,Individual Farmer,Maize,Kharif,62.4,37.6,9.6,7275,63686.4,3886.75,13.23,UPI,0,Bale-25kg
TXN2024-000806,30-08-2024,Individual Farmer,Maize,Kharif,67.6,35,9.17,7242,56551.39,1962.5,18.84,Credit,7,Bulk
TXN2024-000045,30-08-2024,Dairy Farm,Maize,Kharif,72,28,8.81,6239,60278.02,4515.27,11.64,Credit,14,Bags
TXN2024-005147,30-08-2024,Individual Farmer,Bajra,Kharif,64.8,35.2,5.25,7562,37154.25,1510.74,22.31,Bank Transfer,0,Bale-50kg
TXN2024-000893,30-08-2024,Individual Farmer,Maize,Kharif,70.4,29.6,4.28,6445,32887.52,1955.69,12.25,UPI,0,Bulk
TXN2024-004083,30-08-2024,Individual Farmer,Maize,Kharif,65.2,34.8,3.92,7141,28137.76,1657.16,13.04,UPI,0,Bale-50kg
TXN2024-001376,31-08-2024,Individual Farmer,Maize,Kharif,70.5,29.5,16.6,6461,94885.6,3648.36,17.42,Bank Transfer,0,Bags
TXN2024-000725,31-08-2024,Dairy Farm,Maize,Kharif,63.1,36.9,15.75,6972,88247.25,4165.16,14.45,UPI,0,Bulk
TXN2024-003141,31-08-2024,Distributor,Bajra,Kharif,67.2,32.8,13.44,7491,90061.44,3018.62,11.65,UPI,0,Bale-50kg
TXN2024-003252,31-08-2024,Dairy Farm,Maize,Kharif,65.4,34.6,13.2,6779,73128,4891.24,13.9,Bank Transfer,0,Bags
TXN2024-001835,31-08-2024,Distributor,Bajra,Kharif,64.1,35.9,10.27,7316,76829.87,2519.98,14.01,UPI,0,Bulk
TXN2024-000810,31-08-2024,Individual Farmer,Maize,Kharif,72,28,8.08,6513,53748.16,2203.55,16.82,UPI,0,Bale-50kg
TXN2024-003184,31-08-2024,Co-operative,Jowar,Kharif,65.5,34.5,7.49,8320,52797.01,3758.3,22.05,UPI,0,Bulk
TXN2024-001440,31-08-2024,Individual Farmer,Hybrid Mix,Kharif,67.7,32.3,4.88,6796,36878.16,2258,20.88,Bank Transfer,0,Bale-25kg
TXN2024-005316,31-08-2024,Dairy Farm,Maize,Kharif,67.1,32.9,4.72,6939,35593.52,2911.64,19.22,UPI,0,Bags
TXN2024-000929,01-09-2024,Dairy Farm,Bajra,Kharif,64.8,35.2,19.99,7668,148445.74,4381.07,9.99,Bank Transfer,0,Bale-50kg
TXN2024-004449,01-09-2024,Individual Farmer,Maize,Kharif,62,38,17.31,6516,111787.98,4943.53,11.74,Credit,14,Bale-50kg
TXN2024-000635,01-09-2024,Co-operative,Maize,Kharif,67.8,32.2,11.96,6755,77931.36,4087.19,15.7,Bank Transfer,0,Bale-50kg
TXN2024-004390,01-09-2024,Co-operative,Jowar,Kharif,64.2,35.8,9.04,8551,83755.6,3884.76,12.01,Bank Transfer,0,Bale-50kg
TXN2024-002366,01-09-2024,Dairy Farm,Maize,Kharif,65,35,8.58,7108,60274.5,2260.47,16.53,Cash,0,Bags
TXN2024-003659,01-09-2024,Distributor,Jowar,Kharif,60.9,39.1,7.36,7758,56046.4,2566.4,12.72,Credit,7,Bulk
TXN2024-004835,02-09-2024,Individual Farmer,Maize,Kharif,67.4,32.6,11.72,7067,73765.68,4449.82,15.69,Credit,30,Bale-25kg
TXN2024-002731,02-09-2024,Co-operative,Jowar,Kharif,65.2,34.8,11.45,8083,92103.8,3584.38,13.66,UPI,0,Bulk
TXN2024-001465,02-09-2024,Dairy Farm,Maize,Kharif,66.4,33.6,10.8,6781,66376.8,3815.97,11.18,Credit,7,Bags
TXN2024-001169,02-09-2024,Dairy Farm,Maize,Kharif,60.2,39.8,7.61,6193,49495.44,3267.77,15.82,Bank Transfer,0,Bulk
TXN2024-000227,02-09-2024,Distributor,Jowar,Kharif,59,41,5.65,7697,45985.35,2232.33,16.16,UPI,0,Bulk
TXN2024-001837,03-09-2024,Distributor,Maize,Kharif,67.7,32.3,12.19,7004,94204.32,2544.77,16.56,Bank Transfer,0,Bale-50kg
TXN2024-003009,03-09-2024,Dairy Farm,Jowar,Kharif,68.5,31.5,10.66,7569,76517.48,4350.97,16.45,Bank Transfer,0,Bags
TXN2024-003497,03-09-2024,Distributor,Maize,Kharif,61.4,38.6,10.6,6176,68953,3081.19,9.62,UPI,0,Bags
TXN2024-000614,03-09-2024,Distributor,Hybrid Mix,Kharif,68.7,31.3,6.87,5860,47011.41,1975.9,13.97,UPI,0,Bale-50kg
TXN2024-002824,03-09-2024,Distributor,Bajra,Kharif,59.5,40.5,6.23,6793,47503.75,1615.95,13.41,Bank Transfer,0,Bale-25kg
TXN2024-002532,03-09-2024,Co-operative,Maize,Kharif,65.6,34.4,3.89,6947,27945.76,1489.23,16.07,Bank Transfer,0,Bale-50kg
TXN2024-004771,04-09-2024,Distributor,Maize,Kharif,67.1,32.9,9.45,7131,69750.45,3572.2,15.91,Bank Transfer,0,Bulk
TXN2024-000920,04-09-2024,Individual Farmer,Maize,Kharif,67,33,8.18,7156,49374.48,2169.39,19.1,Bank Transfer,0,Bulk
TXN2024-000046,04-09-2024,Co-operative,Maize,Kharif,64,36,8.08,7014,54822.8,3585.04,13.74,Cash,0,Bulk
TXN2024-002776,04-09-2024,Individual Farmer,Jowar,Kharif,66.1,33.9,7.92,8612,68856.48,1902.69,12.63,UPI,0,Bale-25kg
TXN2024-001767,04-09-2024,Individual Farmer,Maize,Kharif,68.5,31.5,7.89,6558,60137.58,2495.36,18.83,Bank Transfer,0,Bale-50kg
TXN2024-004018,04-09-2024,Individual Farmer,Hybrid Mix,Kharif,65.1,34.9,5.91,6612,39455.16,1667.92,14.64,Bank Transfer,0,Bale-50kg
TXN2024-000606,04-09-2024,Individual Farmer,Maize,Kharif,62.1,37.9,5.17,7024,40568.99,2750.08,20.28,UPI,0,Bags
TXN2024-002155,04-09-2024,Individual Farmer,Maize,Kharif,72,28,5.13,6285,40460.31,3082.54,14.18,UPI,0,Bale-50kg
TXN2024-004657,04-09-2024,Distributor,Bajra,Kharif,64.1,35.9,3.93,7435,30606.84,2925.64,11.98,Bank Transfer,0,Bulk
TXN2024-002165,05-09-2024,Dairy Farm,Maize,Kharif,63.2,36.8,14.21,6923,85885.24,3276.8,16.62,Cash,0,Bulk
TXN2024-000724,05-09-2024,Individual Farmer,Bajra,Kharif,64.8,35.2,8.37,7714,58673.7,2665.85,11.45,Bank Transfer,0,Bale-50kg
TXN2024-002530,05-09-2024,Dairy Farm,Bajra,Kharif,66.5,33.5,7.05,7535,48504,3789.22,12.93,Bank Transfer,0,Bale-50kg
TXN2024-003537,05-09-2024,Individual Farmer,Bajra,Kharif,67.3,32.7,5.11,7479,41810.02,1473.3,17.48,Bank Transfer,0,Bulk
TXN2024-004858,06-09-2024,Individual Farmer,Jowar,Kharif,68.4,31.6,30,7997,226740,5121.15,10.92,UPI,0,Bale-50kg
TXN2024-003665,06-09-2024,Individual Farmer,Maize,Kharif,67.4,32.6,16.45,7127,106382.15,3504.11,16.72,Credit,21,Bags
TXN2024-002623,06-09-2024,Distributor,Bajra,Kharif,58,42,12.13,6584,78092.94,4548.63,13.79,UPI,0,Bulk
TXN2024-004615,06-09-2024,Co-operative,Bajra,Kharif,72,33.6,11.36,6516,74169.44,4722.36,18.22,UPI,0,Bulk
TXN2024-004279,06-09-2024,Dairy Farm,Bajra,Kharif,62.4,37.6,9.52,7464,73856.16,2918.98,15.92,UPI,0,Bags
TXN2024-004514,07-09-2024,Individual Farmer,Maize,Kharif,61.8,38.2,17.26,6459,111327,5064.74,15.88,Credit,30,Bags
TXN2024-005046,07-09-2024,Dairy Farm,Maize,Kharif,66.3,33.7,14.69,6923,96116.67,5273.64,16.49,Bank Transfer,0,Bags
TXN2024-002796,07-09-2024,Individual Farmer,Maize,Kharif,62,38,8.82,6455,58617.72,3759.78,9.58,UPI,0,Bale-50kg
TXN2024-003523,07-09-2024,Individual Farmer,Maize,Kharif,67.6,32.4,7.18,7224,54704.42,3980.7,13.8,UPI,0,Bale-50kg
TXN2024-000695,07-09-2024,Dairy Farm,Maize,Kharif,66.3,33.7,5.8,6933,47415,3330.87,15.47,UPI,0,Bags
TXN2024-002294,07-09-2024,Distributor,Jowar,Kharif,60.7,32.7,4.96,7860,39893.28,2020.35,14.02,Cash,0,Bulk
TXN2024-002271,07-09-2024,Individual Farmer,Maize,Kharif,66.4,33.6,4.24,7300,35569.36,3381.39,18.86,Bank Transfer,0,Bale-50kg
TXN2024-003266,08-09-2024,Individual Farmer,Maize,Kharif,67.1,32.9,20.67,7393,131006.46,2527.15,10.01,UPI,0,Bale-50kg
TXN2024-002128,08-09-2024,Co-operative,Maize,Kharif,72,28,15.35,6231,116046,2598.69,12.27,Bank Transfer,0,Bags
TXN2024-005210,08-09-2024,Dairy Farm,Maize,Kharif,60.6,39.4,10.99,6174,60686.78,1877.11,15.37,UPI,0,Bale-50kg
TXN2024-000514,08-09-2024,Distributor,Hybrid Mix,Kharif,63.4,36.6,10.34,6411,64500.92,3262.45,17.78,UPI,0,Bags
TXN2024-002516,08-09-2024,Dairy Farm,Maize,Kharif,63.4,36.6,9.74,6904,74540.22,3208.61,15.61,UPI,0,Bulk
TXN2024-002448,08-09-2024,Dairy Farm,Bajra,Kharif,67.1,32.9,8.69,7518,67608.2,2220.75,13.82,Bank Transfer,0,Bale-50kg
TXN2024-002328,08-09-2024,Individual Farmer,Jowar,Kharif,65.4,34.6,8.1,8657,65772,3870.94,17.35,Bank Transfer,0,Bags
TXN2024-004553,08-09-2024,Co-operative,Maize,Kharif,59.7,40.3,7.71,6302,49945.38,3482.36,12.84,UPI,0,Bale-50kg
TXN2024-005182,08-09-2024,Dairy Farm,Maize,Kharif,65.4,34.6,6.38,6924,45119.36,3734.22,9.94,Credit,14,Bags
TXN2024-004986,08-09-2024,Dairy Farm,Maize,Kharif,65,35,6.03,6863,44513.46,3783.91,10.97,Bank Transfer,0,Bags
TXN2024-003704,08-09-2024,Distributor,Jowar,Kharif,66.7,33.3,5.72,8563,44650.32,3257,10.26,Bank Transfer,0,Bale-50kg
TXN2024-003243,09-09-2024,Distributor,Maize,Kharif,59.7,40.3,12.26,6162,90258.12,2701.79,13.1,Credit,7,Bale-50kg
TXN2024-003597,09-09-2024,Dairy Farm,Jowar,Kharif,69.3,30.7,10.41,7377,78262.38,2221.43,17.38,Bank Transfer,0,Bags
TXN2024-001420,09-09-2024,Distributor,Maize,Kharif,67.7,32.3,9.97,7224,67815.94,3798.11,16.05,UPI,0,Bale-25kg
TXN2024-004945,09-09-2024,Dairy Farm,Jowar,Kharif,63.4,36.6,7.04,8373,52236.8,3988.91,15.19,Bank Transfer,0,Bags
TXN2024-001159,09-09-2024,Individual Farmer,Maize,Kharif,58,42,5.35,6346,42618.1,1641.2,10.29,Bank Transfer,0,Bulk
TXN2024-005168,09-09-2024,Dairy Farm,Jowar,Kharif,64,36,4.57,8335,40887.79,3781.49,8.74,Credit,14,Bulk
TXN2024-001782,10-09-2024,Co-operative,Maize,Kharif,58,42,13.2,6251,72547.2,3662.54,15.5,Bank Transfer,0,Bale-50kg
TXN2024-004345,10-09-2024,Co-operative,Maize,Kharif,58.2,41.8,9.38,6227,54235.16,1892.67,15.76,Bank Transfer,0,Bulk
TXN2024-005344,10-09-2024,Dairy Farm,Maize,Kharif,67.6,32.4,7.77,6888,55221.39,2492.75,14.73,UPI,0,Bags
TXN2024-003589,10-09-2024,Individual Farmer,Jowar,Kharif,64.3,35.7,5.36,8495,40023.12,1773.94,17.03,Bank Transfer,0,Bale-50kg
TXN2024-002438,10-09-2024,Dairy Farm,Bajra,Kharif,64.1,35.9,5.19,7372,42993.96,1764.78,10.03,Credit,14,Bale-50kg
TXN2024-000211,11-09-2024,Co-operative,Hybrid Mix,Kharif,66.8,33.2,12.35,6404,87512.1,2906.55,13.33,UPI,0,Bulk
TXN2024-000703,11-09-2024,Dairy Farm,Maize,Kharif,66.6,33.4,7.46,7034,56531.88,1946.24,9.63,UPI,0,Bale-50kg
TXN2024-001144,11-09-2024,Co-operative,Jowar,Kharif,62.7,37.3,4.81,8610,40668.55,2869.48,8.91,Credit,14,Bale-50kg
TXN2024-004617,12-09-2024,Individual Farmer,Maize,Kharif,67.6,32.4,16.59,7265,101680.11,4233.78,12.95,UPI,0,Bale-50kg
TXN2024-004842,12-09-2024,Dairy Farm,Maize,Kharif,64.1,35.9,12.62,6936,78092.56,3221.37,18.11,UPI,0,Bags
TXN2024-004807,12-09-2024,Co-operative,Maize,Kharif,66,34,6.23,6937,38171.21,3368.53,12.93,UPI,0,Bale-50kg
TXN2024-001469,12-09-2024,Individual Farmer,Maize,Kharif,67.6,37,5.93,7154,47789.87,3551.3,12.29,Credit,7,Bale-50kg
TXN2024-000453,12-09-2024,Dairy Farm,Bajra,Kharif,64.8,35.2,3.88,7497,26034.8,2850.22,14.6,UPI,0,Bags
TXN2024-005086,12-09-2024,Dairy Farm,Maize,Kharif,66.1,33.9,1.98,6868,12772.98,1823.45,19.4,UPI,0,Bags
TXN2024-005079,13-09-2024,Individual Farmer,Maize,Kharif,66,34,17.81,7223,138686.47,3974.67,14,Cash,0,Bags
TXN2024-002886,13-09-2024,Individual Farmer,Hybrid Mix,Kharif,67.7,32.3,13.18,6462,71541.04,2262.85,18.94,Cash,0,Bulk
TXN2024-005222,13-09-2024,Co-operative,Maize,Kharif,70.4,29.6,9.78,6272,56890.26,2309.54,15.06,Cash,0,Bulk
TXN2024-004641,13-09-2024,Dairy Farm,Jowar,Kharif,62.4,37.6,7.96,8356,54669.28,1967.31,14.9,UPI,0,Bulk
TXN2024-002084,13-09-2024,Individual Farmer,Bajra,Kharif,69.7,30.3,7.78,6936,62162.2,1834.44,19.24,Cash,0,Bale-50kg
TXN2024-003894,13-09-2024,Individual Farmer,Maize,Kharif,67.9,32.1,4.68,7236,39934.44,2682.81,11.99,UPI,0,Bale-50kg
TXN2024-000297,13-09-2024,Individual Farmer,Maize,Kharif,63.8,36.2,4.43,7290,37176.56,3012.19,12.37,UPI,0,Bale-50kg
TXN2024-005290,14-09-2024,Co-operative,Maize,Kharif,64.7,35.3,25.97,7015,184646.7,3310.45,10.51,Bank Transfer,0,Bags
TXN2024-002707,14-09-2024,Dairy Farm,Jowar,Kharif,60.7,39.3,19.44,7695,132444.72,3469.84,12.85,UPI,0,Bags
TXN2024-004270,14-09-2024,Co-operative,Maize,Kharif,66.5,33.5,9.2,6938,75734.4,2352.92,19.48,Bank Transfer,0,Bags
TXN2024-002757,14-09-2024,Dairy Farm,Hybrid Mix,Kharif,63.1,36.9,8.22,6589,47897.94,2586.56,14.21,Bank Transfer,0,Bale-50kg
TXN2024-002876,15-09-2024,Dairy Farm,Maize,Kharif,63.2,36.8,12.58,6812,68787.44,4015.22,12.47,Bank Transfer,0,Bulk
TXN2024-001573,15-09-2024,Dairy Farm,Maize,Kharif,69.7,30.3,6.49,6319,50557.1,2287.05,12.7,Bank Transfer,0,Bale-50kg
TXN2024-005068,15-09-2024,Co-operative,Bajra,Kharif,58,42,4.25,6643,34000,2698.72,16.07,UPI,0,Bags
TXN2024-001421,16-09-2024,Individual Farmer,Maize,Kharif,59.5,40.5,11.56,6317,82399.68,4909.08,13.3,Bank Transfer,0,Bags
TXN2024-002480,16-09-2024,Distributor,Jowar,Kharif,66,34,11.29,8312,88536.18,2580.08,9.56,UPI,0,Bale-50kg
TXN2024-003855,16-09-2024,Dairy Farm,Jowar,Kharif,61.6,38.4,10.01,7537,85185.1,4016.88,12.65,Cash,0,Bale-50kg
TXN2024-000563,16-09-2024,Dairy Farm,Maize,Kharif,67.4,32.6,8.8,7128,67610.4,4038.45,19.29,UPI,0,Bale-50kg
TXN2024-000941,16-09-2024,Dairy Farm,Maize,Kharif,70.3,29.7,8.1,6130,63714.6,2308.9,20.64,Bank Transfer,0,Bulk
TXN2024-000420,16-09-2024,Dairy Farm,Bajra,Kharif,61.6,38.4,6.75,6739,42329.25,1707.83,12.93,UPI,0,Bulk
TXN2024-000758,16-09-2024,Co-operative,Maize,Kharif,66.4,33.6,6.38,6870,39230.62,2318.3,12.29,UPI,0,Bulk
TXN2024-002498,16-09-2024,Dairy Farm,Jowar,Kharif,66,34,4.84,8371,43119.56,3289.38,18.48,Bank Transfer,0,Bulk
TXN2024-003702,17-09-2024,Dairy Farm,Jowar,Kharif,67.3,32.7,18.9,8428,123870.6,4258.52,15.94,Credit,14,Bags
TXN2024-002934,17-09-2024,Individual Farmer,Jowar,Kharif,58,42,8.44,7864,67866.04,2155.62,18.94,UPI,0,Bale-50kg
TXN2024-002812,17-09-2024,Individual Farmer,Jowar,Kharif,66.1,33.9,7.57,8601,51725.81,1699.83,14.73,Cash,0,Bulk
TXN2024-001544,17-09-2024,Dairy Farm,Maize,Kharif,66.2,33.8,6.84,6896,44877.24,3235.72,18.42,Cash,0,Bale-50kg
TXN2024-004739,17-09-2024,Dairy Farm,Maize,Kharif,68.7,31.3,5.4,6316,36439.2,2378.67,15.65,Bank Transfer,0,Bale-50kg
TXN2024-004655,17-09-2024,Distributor,Maize,Kharif,67.6,36.1,4.45,7082,31390.3,3783.41,14.72,Credit,45,Bags
TXN2024-001142,17-09-2024,Dairy Farm,Bajra,Kharif,64.5,35.5,3.68,7602,26529.12,3510.07,10.95,UPI,0,Bale-50kg
TXN2024-000509,18-09-2024,Individual Farmer,Maize,Kharif,70.5,29.5,10.37,6281,74995.84,4675.67,16.98,UPI,0,Bags
TXN2024-001090,19-09-2024,Individual Farmer,Hybrid Mix,Kharif,67,33,19.5,6726,140185.5,3251.73,18.86,UPI,0,Bale-50kg
TXN2024-000840,19-09-2024,Distributor,Maize,Kharif,59.4,40.6,9.53,6452,66319.27,4143.92,14.46,UPI,0,Bags
TXN2024-003112,19-09-2024,Individual Farmer,Maize,Kharif,65,35,8.98,7106,70178.7,3576.35,14.08,Credit,30,Bags
TXN2024-000264,19-09-2024,Individual Farmer,Bajra,Kharif,58,42,6.95,6867,48900.2,2230,11.54,Bank Transfer,0,Bale-25kg
TXN2024-001020,19-09-2024,Co-operative,Maize,Kharif,67.6,34.3,5.34,6882,38405.28,2500.62,19.81,UPI,0,Bale-50kg
TXN2024-002870,19-09-2024,Dairy Farm,Maize,Kharif,63.8,36.2,3.53,6971,25567.79,3467.98,7.58,Credit,14,Bulk
TXN2024-001486,20-09-2024,Individual Farmer,Maize,Kharif,62.2,37.8,15.2,7199,88768,4092.52,14.19,Cash,0,Bale-25kg
TXN2024-003935,20-09-2024,Individual Farmer,Maize,Kharif,68.6,31.4,12.87,6375,74131.2,4584.49,17.41,Bank Transfer,0,Bale-50kg
TXN2024-001347,20-09-2024,Individual Farmer,Jowar,Kharif,62.7,37.3,11.67,8397,83113.74,4643,15.74,Cash,0,Bags
TXN2024-000390,20-09-2024,Dairy Farm,Maize,Kharif,64.6,35.4,9.98,7091,82534.6,4362.62,13.37,Cash,0,Bale-50kg
TXN2024-004333,20-09-2024,Individual Farmer,Jowar,Kharif,66.2,33.8,7.63,8687,60750.06,2524.46,14.64,UPI,0,Bags
TXN2024-003586,21-09-2024,Co-operative,Bajra,Kharif,64.5,35.5,10.51,7254,71625.65,3444.57,18.03,UPI,0,Bale-50kg
TXN2024-003336,21-09-2024,Individual Farmer,Maize,Kharif,67.9,32.1,7.08,7168,55818.72,3219.31,16.18,Cash,0,Bale-50kg
TXN2024-002065,21-09-2024,Dairy Farm,Jowar,Kharif,58.9,31.4,6.61,7614,60025.41,3337.51,20.86,UPI,0,Bale-50kg
TXN2024-002735,21-09-2024,Dairy Farm,Jowar,Kharif,66.6,33.4,5.44,8300,38493.44,1776.95,6.61,Bank Transfer,0,Bags
TXN2024-004955,21-09-2024,Co-operative,Maize,Kharif,61.3,38.7,5.14,6219,30670.38,3476.51,17.88,Bank Transfer,0,Bale-50kg
TXN2024-002867,22-09-2024,Co-operative,Maize,Kharif,69.9,30.1,20.06,6418,115946.8,5731.81,17.94,UPI,0,Bags
TXN2024-002591,22-09-2024,Distributor,Maize,Kharif,64.8,35.2,10.54,6863,62091.14,3460.37,14.38,Bank Transfer,0,Bags
TXN2024-000945,22-09-2024,Co-operative,Jowar,Kharif,66.6,33.4,10.03,8106,76378.45,1946.92,15.7,UPI,0,Bale-50kg
TXN2024-003583,22-09-2024,Individual Farmer,Jowar,Kharif,68.2,31.8,10.02,7628,75741.18,2558.68,14.15,Cash,0,Bags
TXN2024-003534,22-09-2024,Dairy Farm,Maize,Kharif,60.7,39.3,8.35,6267,50091.65,4431.68,16.98,UPI,0,Bags
TXN2024-001068,22-09-2024,Individual Farmer,Maize,Kharif,64.2,35.8,8,7099,47176,3302.06,15.32,UPI,0,Bulk
TXN2024-003341,22-09-2024,Co-operative,Jowar,Kharif,63.6,36.4,6.73,8338,57965.49,2880.19,19.26,UPI,0,Bags
TXN2024-002414,22-09-2024,Co-operative,Maize,Kharif,65.4,34.6,6.45,6982,48194.4,2309.32,17.38,UPI,0,Bale-50kg
TXN2024-002722,22-09-2024,Dairy Farm,Hybrid Mix,Kharif,68,32,5.67,5852,38425.59,3831.49,14.84,Bank Transfer,0,Bale-50kg
TXN2024-000430,22-09-2024,Individual Farmer,Maize,Kharif,70.1,29.9,5.08,6378,33924.24,2822.42,14.44,Credit,30,Bags
TXN2024-001207,23-09-2024,Individual Farmer,Jowar,Kharif,67.1,32.9,13.52,8385,106334.8,5050.77,7.34,UPI,0,Bags
TXN2024-003548,23-09-2024,Distributor,Maize,Kharif,60.8,39.2,12.83,6299,76325.67,4261.56,14.15,Bank Transfer,0,Bags
TXN2024-002609,23-09-2024,Co-operative,Maize,Kharif,63.1,36.9,12.53,6794,77999.25,3023.43,7.18,UPI,0,Bulk
TXN2024-000999,23-09-2024,Individual Farmer,Hybrid Mix,Kharif,63.7,36.3,11.01,6583,62977.2,2712.4,20.01,UPI,0,Bale-50kg
TXN2024-004618,23-09-2024,Co-operative,Maize,Kharif,65,35.2,10.03,6770,72617.2,4015.51,15.2,Bank Transfer,0,Bulk
TXN2024-002403,23-09-2024,Dairy Farm,Jowar,Kharif,65.5,34.5,8.78,8518,62258.98,3433.01,12.93,UPI,0,Bale-50kg
TXN2024-005469,23-09-2024,Dairy Farm,Maize,Kharif,67.6,37.1,8.24,7031,63110.16,4028.39,16.22,UPI,0,Bale-50kg
TXN2024-004160,24-09-2024,Individual Farmer,Maize,Kharif,66.3,33.7,16.25,7115,124978.75,5344.24,13.96,Cash,0,Bulk
TXN2024-000687,24-09-2024,Distributor,Maize,Kharif,61.7,38.3,12.1,6213,83538.4,2851.86,9.91,Cash,0,Bale-50kg
TXN2024-003687,24-09-2024,Dairy Farm,Maize,Kharif,63.9,36.1,8.72,7104,71626.08,3643.55,16.79,Cash,0,Bags
TXN2024-003389,24-09-2024,Individual Farmer,Maize,Kharif,71.3,28.7,6.79,6357,50870.68,3210.32,11.62,UPI,0,Bags
TXN2024-004119,24-09-2024,Individual Farmer,Jowar,Kharif,61.9,38.1,6.37,7734,51533.3,4030.57,15.27,Cash,0,Bags
TXN2024-003939,24-09-2024,Co-operative,Jowar,Kharif,70.5,29.5,5.62,7642,46904.52,2494.7,10.19,Credit,30,Bale-50kg
TXN2024-001153,25-09-2024,Co-operative,Maize,Kharif,58,42,12.73,6164,77283.83,2088.78,16.18,Credit,30,Bulk
TXN2024-002131,25-09-2024,Individual Farmer,Maize,Kharif,64.7,35.3,11.11,6910,69737.47,4255.56,13.12,Credit,14,Bulk
TXN2024-004957,25-09-2024,Dairy Farm,Jowar,Kharif,58.3,41.7,6.08,7586,43459.84,2549.84,15.81,Bank Transfer,0,Bulk
TXN2024-001795,26-09-2024,Distributor,Maize,Kharif,62.4,37.6,17.24,7151,123645.28,2596.32,14.94,Cash,0,Bale-50kg
TXN2024-003572,26-09-2024,Distributor,Maize,Kharif,72,28,15.33,6368,115005.66,4257.45,11.66,Credit,30,Bale-50kg
TXN2024-005482,26-09-2024,Co-operative,Hybrid Mix,Kharif,58,42,11.55,5743,75167.4,1697.84,17.87,Credit,21,Bale-50kg
TXN2024-003502,26-09-2024,Dairy Farm,Hybrid Mix,Kharif,70.7,29.3,8.55,5908,60106.5,1700.86,18.08,UPI,0,Bags
TXN2024-005421,26-09-2024,Co-operative,Maize,Kharif,60.2,39.8,7.33,6077,53816.86,3664.63,14.99,Bank Transfer,0,Bulk
TXN2024-005092,26-09-2024,Individual Farmer,Hybrid Mix,Kharif,63.8,36.2,7.14,6778,47166.84,3767.29,20.23,UPI,0,Bale-50kg
TXN2024-005492,26-09-2024,Dairy Farm,Bajra,Kharif,72,32.4,5.61,6784,37794.57,2163.86,19.01,UPI,0,Bale-50kg
TXN2024-002421,26-09-2024,Dairy Farm,Jowar,Kharif,58.9,31.8,5.2,7649,37466,3113.06,14.51,Credit,7,Bulk
TXN2024-003105,27-09-2024,Dairy Farm,Jowar,Kharif,69,31,16.77,7625,121800.51,2672.79,11.26,Credit,7,Bags
TXN2024-004485,27-09-2024,Dairy Farm,Maize,Kharif,58,42,13.49,6160,94227.65,4167.38,13.91,UPI,0,Bags
TXN2024-000977,27-09-2024,Distributor,Jowar,Kharif,61.9,38.1,9.09,7842,65348.01,3460.05,9.06,Credit,21,Bale-50kg
TXN2024-002531,27-09-2024,Individual Farmer,Maize,Kharif,61.9,38.1,8.82,6554,60981.48,4334.5,13.59,UPI,0,Bale-25kg
TXN2024-003200,27-09-2024,Individual Farmer,Maize,Kharif,60.9,39.1,7.08,6458,46211.16,1893.49,12.03,Bank Transfer,0,Bale-25kg
TXN2024-002546,27-09-2024,Co-operative,Maize,Kharif,69.5,30.5,5.88,6178,45664.08,1792.06,14.03,Bank Transfer,0,Bulk
TXN2024-002737,27-09-2024,Individual Farmer,Maize,Kharif,67.5,32.5,5.28,7192,31695.84,2754.11,7.07,Credit,14,Bale-50kg
TXN2024-003913,28-09-2024,Individual Farmer,Hybrid Mix,Kharif,71.2,28.8,16.42,6074,103051.92,5237.36,18.88,UPI,0,Bale-50kg
TXN2024-002319,28-09-2024,Individual Farmer,Maize,Kharif,63,37,6.36,7175,51439.68,3762.13,14.98,Credit,7,Bale-50kg
TXN2024-000925,29-09-2024,Dairy Farm,Maize,Kharif,58.5,41.5,11.01,6113,74504.67,4441.56,17.39,Cash,0,Bale-50kg
TXN2024-000862,29-09-2024,Individual Farmer,Maize,Kharif,60.9,39.1,10.39,6293,60272.39,2558.47,17.34,UPI,0,Bags
TXN2024-000954,29-09-2024,Co-operative,Hybrid Mix,Kharif,60.8,39.2,7.23,5765,54550.35,2004.64,15.61,Cash,0,Bags
TXN2024-002678,29-09-2024,Individual Farmer,Bajra,Kharif,67,33,6.18,7567,43031.34,2245.56,16.36,Credit,14,Bale-25kg
TXN2024-004601,29-09-2024,Individual Farmer,Maize,Kharif,71.3,28.7,4.68,6548,36972,2051.68,19.18,Cash,0,Bale-50kg
TXN2024-003173,29-09-2024,Individual Farmer,Maize,Kharif,66.6,33.4,3.79,7248,25290.67,3081.91,19.75,Bank Transfer,0,Bags
TXN2024-002054,30-09-2024,Dairy Farm,Maize,Kharif,70.4,29.6,17.37,6264,110056.32,2486.42,8.55,Cash,0,Bale-50kg
TXN2024-000989,30-09-2024,Dairy Farm,Maize,Kharif,65,35,14.12,6910,97738.64,2756.43,16.41,Bank Transfer,0,Bags
