Company_ID,Industry_Type,Date,Energy_Demand_MWh,Fuel_Type,Emission_Produced_tCO2,Emission_Allowance_tCO2,Carbon_Price_USD_per_t,Credits_Traded_tCO2,Verification_Status,Compliance_Cost_USD,Optimization_Scenario,Carbon_Cost_Savings_USD,Transaction_Type
C089,Cement,11-04-2025,1084.84,Natural Gas,790.34,684.34,26.65,179,Verified,10083.52,High_Demand,1716.59,SELL
C089, Cement ,11-04-2025,unknown,Natural Gas,790.34,684.34,26.65,179,Verified,10083.52,High_Demand,1716.59, Sell 
C079,nan,15-12-2025,1766.74,NATURAL GAS,1375.76,1222.76,31.93,103,Disputed,14396.7,Low_Demand,2544.8,buy
C081,Energy,30-07-2025,1765.83,Mixed Fuel,833.34,773.34,34.31,101,Disputed,13373.86,Price_Surge,1060.04,BUY
C064,Steel,09-09-2025,1930.08,Mixed Fuel,1317.58,1301.58,26.64,87,Verified,12125.44,Price_Surge,1572.92,Hold
C018,Steel,15-01-2024,1765.64,Mixed Fuel,1043.61,978.61,24.42,145,Verified,11182.22,High_Demand,1028.84,Buy
C025,Manufacturing,14-07-2025,1765.1,Renewable,587.19,692.19,21.28,59,VERIFIED,12575.39,Low_Demand,1525.78,buy
C030,Steel,25-04-2025,2839.76,Renewable,1032.45,1213.45,26.62,63,Verified,10462.45,Low_Demand,2465.65,Hold
C079,Steel,28-05-2025,1763.33,Coal,1098.6,1043.6,32.09,62,Disputed,7225.61,Price_Surge,1281.5,BUY
C100, ENERGY ,18-08-2024,1763.14,Natural Gas,1090.58,1110.58,29.25,59, DISPUTED ,6287.15,High_Demand,1046.94,hold
C073,Manufacturing,04-07-2024,2850.37,nan,1175.24,1037.24,26.6,78,Disputed,10727.48,High_Demand,1737.14,Sell
C011,Manufacturing,27-08-2024,1762.88,Mixed Fuel,552.83,363.83,34.97,168, Disputed ,16720.35,Price_Surge,1478.43,Buy
C061,Cement,03-11-2025,1761.56,Natural Gas,1264.62,1367.62,33.69,168,VERIFIED,6933.03,Low_Demand,1128.4,buy
C072,Cement,23-08-2024,1758.38,Coal,1216.85,1178.85,23.1,46,Disputed,6771.65,Price_Surge,2915.31,BUY
C080, Steel ,16-12-2024,1755.49,Coal,732.95,809.95,26.2,160,Disputed,12915.69,High_Demand,2275.4,hold
C095,Steel,07-01-2024,1754.95,COAL,690.38,875.38,27.54,135,Disputed,18812.18,High_Demand,831.27,hold
C057,Steel,17-05-2025,1752.91,Mixed Fuel,1390.42,1242.42,26.14,145, Disputed ,6278.22,Low_Demand,2559.94,hold
C097,Energy,27-11-2025,1752.83,Coal,950.74,996.74,29.36,140,Verified,13575.66,Low_Demand,553.84,hold
C015,Manufacturing,02-02-2025,1752.31,Mixed Fuel,1285.58,1147.58,32.6,164,Disputed,8948.4,Low_Demand,557.73,buy
C035,Steel,13-05-2025,1750.27,Mixed Fuel,1112.78,1257.78,26.12,25,Verified,7011.5,Low_Demand,2658.84,hold
C024,Cement,10-11-2025,2812.7, MIXED FUEL ,2010.19,2184.19,26.58,44, Verified ,8341.14,Price_Surge,1091.28,Sell
C080,STEEL,14-01-2024,729.62,Coal,400.62,200.62,26.57,66,Verified,16800.58,High_Demand,1689.99,hold
C013,Cement,13-01-2024,1747.26,Coal,633.56,759.56,26.06,94,DISPUTED,13271.79,Low_Demand,2733.41,hold
C057,Steel,11-06-2024,2134.21,Coal,1612.47,1536.47,26.56,88,Verified,5859.13,High_Demand,1678.12,hold
C010,Manufacturing,08-12-2025,1115.25,Natural Gas,830.97,793.97,26.56,194,Verified,13151.34,High_Demand,1223.56,Sell
C081,Steel,27-10-2025,1746.44,Natural Gas,1052.4,1010.4,23.61,124,DISPUTED,9109.7,High_Demand,1223.18,Buy
C006,MANUFACTURING,30-01-2024,1294.34,Mixed Fuel,499.58,319.58,26.54,118,Disputed,8598.52,Price_Surge,508.02,hold
C065, nan ,17-05-2025,1744.32,Renewable,1118.83,932.83,23.8,141,Disputed,11621.9,High_Demand,2137.6,Buy
C051,Cement,21-10-2024,2653.23,Coal,2070.17,1944.17,26.52,160,Verified,9794.78,High_Demand,1659.13,Sell
C069,STEEL,31-07-2025,659.02,Coal,491.94,616.94,26.52,129,Verified,11399.48,Price_Surge,881.82,SELL
C003,Steel,30-06-2025,1744.11,Coal,798.81,821.81,30.74,109,Verified,6746.91,High_Demand,1364.8, Buy 
C014,ENERGY,25-11-2025,2311.43, Mixed Fuel ,1002.71,1150.71,26.52,155,VERIFIED,13224.18,Price_Surge,1690.05,Sell
C005,Cement,26-06-2024,1744.03,Coal,912.21,1001.21,26.23,176,Disputed,19804.79,High_Demand,2250.41,hold
C055,Cement,24-11-2025,1742.73,Renewable,651.49,542.49,25.07,79,Disputed,8212.52,High_Demand,587.02,Buy
C069, Manufacturing ,09-01-2024,1989.92,Natural Gas,648.8,538.8,26.51,96,Disputed,15298.03,Price_Surge,1311.29,hold
C093,Energy,27-11-2025,588.08,Mixed Fuel,391.98,374.98,26.51,62,Disputed,10858.91,High_Demand,1637.66,Sell
C058,ENERGY,18-09-2025,1393.97,Natural Gas,762.06,882.06,26.51,121,Verified,9466.74,High_Demand,1176.73,SELL
C007,Manufacturing,20-07-2025,2953.59,Coal,1280.82,1405.82,26.51,42,Disputed,14296.6,High_Demand,1089.55,Sell
C099,Cement,28-09-2024,667.1,Renewable,396.07,558.07,26.51,190,Verified,9863.49,High_Demand,2245.36,Sell
C073,Cement,02-11-2024,1538.15,Mixed Fuel,967.1,969.1,26.5,188,DISPUTED,8930.64,Price_Surge,2348.91,Hold
C053,Steel,05-05-2025,1189.13,Natural Gas,677.54,685.54,26.5,49,Disputed,10074.65,Low_Demand,817.37,Hold
C014,Cement,02-10-2024,1741.99, Coal ,532.28,723.28,29.52,103,Verified,19889.97,Low_Demand,2172.01,hold
C050,Energy,10-01-2025,1737.97, Mixed Fuel ,1156.38,1075.38,21.69,193,Verified,18865.97,Price_Surge,584.63,BUY
C008,Energy,14-07-2024,2397.37,Mixed Fuel,1730.04,1567.04,26.48,120,Disputed,5514.62,Price_Surge,2959.64,hold
C054,Energy,09-01-2024,737.11,Renewable,245.83,144.83,26.48,143,DISPUTED,12650.14,Price_Surge,2803.44,hold
C061,Cement,25-04-2025,1732.96, Mixed Fuel ,1154.82,1325.82,24.22,60,nan,5867.32,Low_Demand,1554.03,Buy
C052,Energy,11-05-2024,1732.79,NATURAL GAS,1154.46,1108.46,26.47,107,Verified,8525.58,Low_Demand,1823.23,hold
C009,Steel,11-04-2025,1491.79,NAN,723.65,802.65,26.47,73,Disputed,6667.97,Low_Demand,787.68,Hold
C033,Manufacturing,17-01-2025,1731.7,Renewable,1369.27,1258.27,23.8,122,Disputed,14096.28,Low_Demand,577.08,BUY
C022,Cement,13-11-2025,1731.28,Coal,823.53,677.53,28.09,67,Disputed,5309.3,Low_Demand,2189.09,hold
C030,Steel,02-01-2024,1730.11,Mixed Fuel,873.61,845.61,25.59,26,Disputed,14928.44,High_Demand,1184.44,hold
C095,Steel,14-09-2024,1727.61,Natural Gas,600.92,515.92,27.09,54, Disputed ,5366.91,Low_Demand,868.16,hold
C056,Energy,17-07-2024,1727.39,Mixed Fuel,923.47,893.47,33.48,54,Verified,10489.08,Low_Demand,1912.79,BUY
C033,Cement,20-10-2025,1726.47,Natural Gas,803.91,930.91,31.89,182,Disputed,7009.83,Low_Demand,2191.54,Buy
C057,Manufacturing,31-12-2025,2515.06,nan,1636.41,1670.41,26.45,80,Verified,15174.51,Low_Demand,2939.56,Hold
C034,Cement,16-07-2025,727.8,Natural Gas,575.98,629.98,26.45,175,NAN,19992.79,Price_Surge,1846.18,SELL
C054,Energy,03-01-2024,1726.38,Renewable,761.87,735.87,32.38,73,Verified,17190.81,Low_Demand,1819.2,Buy
C033,Manufacturing,01-01-2024,1725.44,Renewable,1164.27,1181.27,22.42,165,Verified,7094.64,High_Demand,2045.22,Buy
C054,Manufacturing,16-11-2025,2409.89,Renewable,1904.22,1810.22,26.44,67,Disputed,13771.71,Price_Surge,965.67,hold
C095,Steel,23-09-2024,1724.03,Coal,1108.67,965.67,24.25,68, Verified ,6727.75,Low_Demand,1123.45,Buy
C093,Energy,11-07-2024,1721.76,Coal,1188.91,1277.91,29.08,162,Disputed,15166.06,Low_Demand,1450.74,hold
C035,Steel,15-11-2024,1721.76,Coal,1286.16,1240.16,21.9,22,Verified,15013.03,Low_Demand,1057.63,Buy
C085, Energy ,29-04-2024,2505.27,Mixed Fuel,1265.88,1319.88,26.43,72,Verified,11181.6,Price_Surge,1313.48,Hold
C040, CEMENT ,14-03-2024,1719.16,Mixed Fuel,1325.73,1138.73,24.99,84,nan,5511.41,Price_Surge,1042.28,Buy
C049,Energy,01-03-2025,1717.01, Renewable ,1159.36,1143.36,34.79,38,Disputed,6439.11,Price_Surge,1171.04,Buy
C045,STEEL,29-11-2025,2096.06,Coal,688.34,845.34,26.42,134,VERIFIED,19611.17,Price_Surge,2099.06,Sell
C039,Cement,18-03-2024,1716.73,Mixed Fuel,1299.81,1161.81,21.71,55,DISPUTED,8457.25,Low_Demand,964.65,buy
C094,Steel,19-05-2024,1715.04,Renewable,735.36,553.36,23.6,85,Verified,15317.92,High_Demand,899.91,Buy
C065,Energy,24-11-2024,1714.09,RENEWABLE,638.42,577.42,29.84,143,Verified,6776.44,Low_Demand,613.92,buy
C047,Steel,04-04-2024,1712.16,Mixed Fuel,1345.94,1282.94,30.28,103,Verified,13751.29,Low_Demand,1049.14,Buy
C044,MANUFACTURING,27-04-2024,1710.83,COAL,806.28,627.28,29.07,80,Verified,10539.14,Low_Demand,1167.89,hold
C067,nan,28-09-2025,1709.82,nan,526.15,350.15,24.12,61,Disputed,14999.08,Low_Demand,2868.12,BUY
C004,CEMENT,10-09-2025,1603.75,Coal,834.63,934.63,26.4,88,Disputed,7791.97,High_Demand,832.82,Sell
C063,Steel,24-08-2025,1708.85,Mixed Fuel,642.22,702.22,22.74,141,Disputed,11495.94,Low_Demand,1300.53,Buy
C083,Manufacturing,24-03-2024,1707.17,Coal,1354.43,1291.43,24.06,122,Verified,5839.82,Price_Surge,2306.14,BUY
C016, Energy ,24-08-2025,954.55,Coal,345.82,149.82,26.38,99,NAN,16997.59,Price_Surge,743.54,hold
C070,ENERGY,10-01-2024,2072.69,Coal,716.78,631.78,26.38,132,Disputed,17237.6,High_Demand,2754.43,Sell
C076,Cement,04-07-2024,1733.3,Mixed Fuel,648.69,566.69,26.38,129,Disputed,8137.35,High_Demand,1908.84,Sell
C087,Energy,24-08-2025,1706.08,Natural Gas,957.65,1102.65,23.76,163,Verified,19611.93,Price_Surge,1630.33,Buy
C044,Energy,21-11-2025,777.4,Coal,557.74,403.74,26.37,135,Verified,13661.3,High_Demand,2466.62,Sell
C073, Cement ,29-11-2024,2363.79,Natural Gas,963.39,899.39,26.37,52,Verified,11151.28,High_Demand,2823.07,Sell
C014,Manufacturing,31-12-2025,1704.95,Mixed Fuel,988.85,912.85,32.67,139,Verified,19796.56,Low_Demand,2514.85,Buy
C006,Cement,24-11-2025,1665.91, Natural Gas ,619.03,720.03,26.37,179,Verified,5484.16,High_Demand,2468.19,Sell
C046,Manufacturing,27-10-2025,2663.74,Natural Gas,815.54,928.54,26.37,73,Verified,7369.48,Price_Surge,2981.94, Sell 
C048,CEMENT,10-01-2025,608.21,Mixed Fuel,453.83,627.83,26.37,47,Disputed,14371.14,Price_Surge,2583.26,Sell
C073, Steel ,21-12-2025,1704.24,Natural Gas,1034.04,933.04,24.46,100,VERIFIED,18833.03,High_Demand,1659.6,Buy
C004,Energy,06-06-2025,1418.66,nan,508.76,638.76,26.36,77,Verified,8723.65,High_Demand,1120.18, Sell 
C073, Steel ,21-12-2025,1704.24,Natural Gas,1034.04,933.04,24.46,100,Verified,18833.03,High_Demand,1659.6,Buy
C013,Manufacturing,27-04-2024,1704,Mixed Fuel,1255.64,1064.64,28.15,99,Verified,16570,High_Demand,979.03,hold
C064,Steel,15-09-2024,1703.38,Renewable,1326.72,1414.72,28.33,79, Verified ,18299.94,High_Demand,1038.8,hold
C054,Manufacturing,04-03-2024,1702.48,Natural Gas,850.81,696.81,29.04,25,Disputed,15219.54,Low_Demand,2772.59,hold
C023,Energy,09-05-2025,1701.56,Coal,1237.49,1155.49,25.58,172,DISPUTED,12418.69,High_Demand,2594.36,hold
C027,Manufacturing,10-02-2024,739.06,Renewable,292.44,490.44,26.33,113,Verified,11404.82,High_Demand,933.7,SELL
C094,Cement,23-05-2025,1699.23,Coal,1195.4,1226.4,20.53,75, Disputed ,5666.6,High_Demand,2121.22,Buy
C100,Energy,03-10-2024,1696.8,Renewable,1102.56,1024.56,23.9,175,Disputed,15637.54,High_Demand,591.53,Buy
C089,Manufacturing,16-09-2024,1695.64,Renewable,1211.8,1318.8,26.32,50,Verified,17370.78,High_Demand,717.88,Sell
C028,Cement,06-02-2025,1696.79, Renewable ,1103.22,954.22,23.2,70,Verified,16293.83,Low_Demand,1594.96,buy
C081,Manufacturing,29-08-2025,1695.34,NATURAL GAS,1073.17,1265.17,21.31,128,Disputed,8650.62,Low_Demand,1244.36,Buy
C043,Steel,12-04-2024,1695.01, Coal ,1241.85,1059.85,26.22,26,Disputed,11332.43,High_Demand,1839.65,hold
C060, Steel ,11-03-2025,975.82,nan,448.13,344.13,26.29,114,Disputed,11044.6,High_Demand,566.78,Sell
C096,Cement,28-06-2024,1694.27,Renewable,664.39,545.39,27.33,43,nan,10397.6,Low_Demand,1358.24,hold
C047,STEEL,17-12-2024,2352.07, Coal ,1078.95,1081.95,26.29,62,Disputed,8386.27,Price_Surge,2282.51,Hold
C004,Manufacturing,03-10-2025,2311.63,Coal,1097.28,1194.28,26.29,55,Disputed,9193.79,Price_Surge,1866.1,Sell
C026,Steel,21-01-2025,1693.47,Mixed Fuel,1307.07,1272.07,28.69,98,Verified,12692.11,Price_Surge,1907.37,Sell
C064,Cement,20-09-2025,1692.47,Coal,530.37,582.37,27.65,115,Disputed,15875.32,High_Demand,2290.09,hold
C077,Steel,21-12-2024,1080.58,Mixed Fuel,506.24,405.24,26.28,153,nan,17589.34,High_Demand,1081.27,Sell
C083, Energy ,03-06-2024,1692.22,Coal,735.55,662.55,N/A,172,Disputed,19124.69,Price_Surge,1777.82,BUY
C025,Energy,22-10-2024,2845.09, RENEWABLE ,1276.02,1281.02,26.28,62,Disputed,16347.09,High_Demand,2749.06,Hold
C025,Steel,06-06-2024,1369.29,Coal,991.31,1020.31,26.28,192,Verified,14114.39,Low_Demand,2292.75,Sell
C061, nan ,19-09-2025,853.69,COAL,311.07,219.07,26.27,37,DISPUTED,11535.68,Price_Surge,2116.76,hold
C006,Steel,15-04-2024,1690.86,Mixed Fuel,864.34,959.34,22.78,166,Disputed,14192.02,High_Demand,2371.31,Buy
C095,Cement,21-07-2025,2534.12,Mixed Fuel,1636.25,1808.25,26.27,70,Disputed,11242.24,Price_Surge,1565.29,Sell
C046,Manufacturing,18-02-2024,1689.45,COAL,574.95,506.95,32.27,42,Disputed,9664.57,Low_Demand,2861.62,Buy
C057,Manufacturing,30-04-2024,1688.84,MIXED FUEL,585.14,615.14,25.48,180,Disputed,5737.15,Low_Demand,955.08,hold
C009,Energy,23-01-2024,1688.44,Natural Gas,817.66,757.66,32.08,83,Verified,12700.23,Price_Surge,2213.34,BUY
C092,Manufacturing,04-04-2025,831.59,Renewable,552.12,699.12,26.26,92,Verified,12415.84,Price_Surge,1127.88,Sell
C032,CEMENT,09-02-2024,1688.39,Mixed Fuel,919.09,739.09,29.26,99,Disputed,15578.29,High_Demand,2263.35,hold
C009,Steel,04-08-2024,2356.19,Mixed Fuel,996.45,950.45,26.25,187,Disputed,10934.67,High_Demand,886.62,Sell
C036,Cement,27-01-2025,1095.72,Coal,451.96,495.96,26.25,150,Disputed,17412.38,Price_Surge,1245.96,Hold
C070, Energy ,03-12-2025,1688.32,Coal,672.22,596.22,29.39,135,Verified,8696.34,Low_Demand,1072.66,hold
C070,Energy,06-09-2025,952.78,Mixed Fuel,510.04,573.04,26.25,130,Disputed,8341.86,Price_Surge,1426.19,Hold
C008,Manufacturing,29-05-2024,1685.24,MIXED FUEL,1207.11,1262.11,32.19,171,Verified,6559.4,Low_Demand,2602.46,Buy
C016,Steel,26-09-2024,1684.2,Coal,820.1,743.1,31.16,34,Verified,7517.34,Price_Surge,2988.76,BUY
C006,Steel,13-07-2025,2750.64,NATURAL GAS,878.06,745.06,26.24,147,Disputed,17641.53,Price_Surge,886.43,hold
C007,Manufacturing,19-06-2025,1683.65,Natural Gas,713.78,791.78,23.43,180,Verified,13005.14,Low_Demand,2605.05,Buy
C089,ENERGY,01-02-2024,1683.27,Mixed Fuel,687.77,775.77,31.01,88,VERIFIED,17518.9,High_Demand,2010.24,Buy
C057,Cement,22-07-2025,1682.9,nan,647.15,533.15,28.66,50,Verified,7040.77,High_Demand,2658.52,hold
C057,Steel,31-05-2024,2984.29, Coal ,1843.6,1824.6,26.24,143,nan,16014.79,Price_Surge,1461.96,Hold
C026,Steel,09-01-2025,1681.17, RENEWABLE ,1170.48,1118.48,34.88,104,Verified,15917.82,Price_Surge,2782.33,BUY
C056,Manufacturing,18-08-2025,1678.26,Natural Gas,908.42,821.42,26.46,196,DISPUTED,13175.23,Low_Demand,629.14,hold
C056,MANUFACTURING,18-08-2025,1678.26,Natural Gas,908.42,821.42,26.46,196,Disputed,13175.23,Low_Demand,629.14,hold
C079,Energy,01-11-2024,1677.32,Natural Gas,554.13,523.13,22.08,102,Disputed,12372.27,High_Demand,629.59,Buy
C027,Energy,21-01-2025,1675.76,Coal,584.7,562.7,24.46,199,nan,17868.09,Low_Demand,2301.88,Buy
C084,Energy,17-07-2024,1675.48,nan,1090.54,1160.54,25.08,159,Disputed,17908.08,Low_Demand,864.21,Buy
C062,STEEL,28-01-2025,1674.85,Renewable,828.98,982.98,25.84,127,Verified,13767.59,High_Demand,1139.41,hold
C076, Manufacturing ,14-10-2024,1674.56,COAL,605.32,434.32,24.66,44,Verified,5020.27,Price_Surge,889.73,Buy
C008,Manufacturing,17-09-2025,602.27,Coal,182.7,255.7,26.22,149,Disputed,9765.6,Price_Surge,769.66,Hold
C069,Cement,22-11-2025,1674.09,Coal,918.71,902.71,24.78,59,Disputed,11633.19,Low_Demand,2112.69,Buy
C006,Steel,10-03-2024,1672.63,Coal,1208.16,1269.16,23.91,108,Disputed,17137.15,Low_Demand,2254.76,Buy
C043,Cement,24-10-2025,2474.85,Natural Gas,1685.87,1671.87,26.21,77,Verified,9471.12,Price_Surge,2549.67,Hold
C031,Manufacturing,07-07-2024,1672.02,Coal,1149.77,957.77,34.04,92,Verified,6869.63,Price_Surge,1460.98,Buy
C072, Steel ,16-03-2024,2353.39,Coal,895.08,1054.08,26.21,70, Disputed ,14621.25,Price_Surge,1056.13,Sell
C007,Energy,10-03-2024,1884.96,Mixed Fuel,1388.23,1373.23,26.2,83,Verified,9470.24,High_Demand,841.92,Hold
C075,Cement,27-08-2024,1671.69,Natural Gas,541.81,492.81,20.42,158, Verified ,14362.01,High_Demand,1597.65,Buy
C090,Energy,15-01-2025,1671.5,Coal,1143.96,1247.96,26.9,87,Verified,19804.44,High_Demand,572.83,buy
C056,Manufacturing,10-08-2024,1668.44,Renewable,994.43,1013.43,21.11,178,Verified,6782.15,Price_Surge,2128.56, Buy 
C014,Steel,26-07-2025,1025.07,Mixed Fuel,477.21,476.21,26.18,95,Verified,7815.73,Price_Surge,1329.07,Hold
C069,STEEL,18-03-2024,1667.13,Mixed Fuel,1043.73,1126.73,28.29,85, nan ,12664.74,Low_Demand,1308,buy
C026,Manufacturing,16-04-2024,1664.96,Coal,667.94,479.94,28.93,123,Verified,7940.51,Low_Demand,2631.38,hold
C074,Manufacturing,21-07-2025,1664.53,Natural Gas,824.49,727.49,20.74,91,DISPUTED,14232.26,Low_Demand,1243.17,Buy
C056,Manufacturing,08-07-2024,1664.13,Mixed Fuel,923.39,852.39,22.62,157,Disputed,17238.53,High_Demand,2471.53, Buy 
C086,Steel,18-11-2024,1662.67,Natural Gas,1164.85,993.85,25.56,170,Disputed,6715.62,Price_Surge,1430.56,hold
C069,Energy,26-12-2025,1437.33,Renewable,791.11,842.11,26.17,50,Disputed,12820.06,Price_Surge,2383.4,Sell
C055,Energy,17-07-2025,1661.77,Mixed Fuel,1214.54,1336.54,30.85,144,Disputed,12682.3,Price_Surge,2355.67,BUY
C052,Cement,27-08-2024,1660.89,NATURAL GAS,549.39,580.39,31.92,94,Disputed,15636.32,High_Demand,1931.51,Buy
C006,Energy,19-04-2025,1659.7,Renewable,1023.27,966.27,30.93,27,nan,16100.81,Low_Demand,2822.26,Buy
C025,Cement,30-06-2025,1659.61,Coal,969.28,812.28,27.64,80,Verified,11051.44,Low_Demand,2212.37,hold
C089,ENERGY,18-07-2024,2377.85,Mixed Fuel,1674.87,1523.87,26.15,142,Verified,18759.15,Price_Surge,845.1,hold
C016,ENERGY,13-01-2024,1659.1,Natural Gas,515.2,697.2,29.29,146,Verified,19190.09,Low_Demand,2140.87,hold
C014,Manufacturing,19-10-2024,1474.67,Natural Gas,664.01,688.01,26.15,152,DISPUTED,5254.5,Price_Surge,663.68,Sell
C078,Steel,08-08-2024,1658.12,Renewable,887.2,751.2,31.84,107,Disputed,9973.88,High_Demand,958.47,Buy
C083,Manufacturing,15-06-2024,1657.23,NATURAL GAS,831.01,921.01,21.81,138,Disputed,11234.9,Low_Demand,708.83,Buy
C058,Steel,21-09-2024,1657.17,Mixed Fuel,807.69,972.69,32.98,33,Disputed,17210.58,Low_Demand,1896.82,Buy
C078,Steel,21-01-2025,1560.92,RENEWABLE,880.02,1020.02,26.14,35,Verified,19225.93,High_Demand,2816.85, Sell 
C037,ENERGY,15-11-2024,1634.85,Natural Gas,997.28,1183.28,26.14,189,Disputed,12538.49,Low_Demand,2143.32,Hold
C090,Energy,19-10-2025,1652.61,Mixed Fuel,1196.29,1145.29,28.23,135,nan,18457.52,Price_Surge,1660.27,hold
C022,STEEL,15-05-2024,1650.2,Coal,1101.71,1002.71,29.51,35,Verified,18433,Low_Demand,892.66,hold
C092,Cement,15-03-2024,1648.31,Natural Gas,605.69,447.69,20.51,27,Disputed,18820.87,Low_Demand,2044.24,BUY
C067,Steel,16-04-2025,2055.94,Mixed Fuel,1595.11,1437.11,26.11,25,DISPUTED,8914.32,Price_Surge,2585.93,hold
C009,Cement,12-08-2025,1783.69,Natural Gas,1406.28,1410.28,26.11,87,Disputed,17722.74,Low_Demand,1360.01,Hold
C049,Manufacturing,16-08-2025,2030.41, Mixed Fuel ,1239.99,1244.99,26.11,72, Verified ,19566.03,High_Demand,1048.25,Hold
C036,Steel,11-12-2024,1486.56,Coal,696.44,854.44,26.11,100,Verified,13957.08,Price_Surge,1974.68,Sell
C038,Steel,28-11-2024,1646.46,Mixed Fuel,739.85,709.85,22.57,191,Disputed,11029.71,High_Demand,1092.96,Buy
C030,Manufacturing,31-03-2025,2417.68,Mixed Fuel,1144.41,1055.41,26.1,62,Verified,5841.75,High_Demand,1883.96, Sell 
C039,Steel,30-10-2024,2188.35,MIXED FUEL,706.42,793.42,26.09,183,Disputed,5289.42,High_Demand,1183.49,Sell
C049,Steel,22-03-2025,1645.68,Mixed Fuel,610.79,487.79,31.63,103,Disputed,11971.1,Low_Demand,2726,buy
C054,STEEL,07-01-2025,1645.67,Natural Gas,1140.46,1264.46,32.78,164,Verified,10009.11,Low_Demand,1993.87,Buy
C054,Steel,07-01-2025,1645.67,Natural Gas,1140.46,1264.46,32.78,164,Verified,10009.11,Low_Demand,1993.87,Buy
C041,ENERGY,02-05-2025,1644.6,Natural Gas,1008.84,816.84,24.91,195, Verified ,10322.18,Low_Demand,777.39,Buy
C057,nan,18-02-2024,1643.49,Mixed Fuel,848.91,875.91,21.13,147,Disputed,18994.06,Low_Demand,2896.95,BUY
C070,Steel,03-08-2025,1642.78,Mixed Fuel,625.69,776.69,30.94,119,Disputed,11496.37,Low_Demand,2766.4,Buy
C078,Manufacturing,09-04-2025,1642.61,Natural Gas,1308.83,1159.83,21.35,67,Disputed,18944.05,Low_Demand,2880.86,Buy
C082,ENERGY,05-08-2025,1641.33,Natural Gas,542.55,674.55,24.72,104,Disputed,18703.05,Low_Demand,1753.33,Buy
C049,Energy,04-10-2025,2975.02,Coal,1421.84,1391.84,26.06,96, Disputed ,9128.46,Price_Surge,2731.53,Hold
C051,Cement,12-05-2024,1641.01,Coal,1300.29,1147.29,28.56,42,Verified,5131.7,Low_Demand,1265.6,hold
C043,Steel,15-11-2025,2413.55,Coal,1633.26,1749.26,26.04,113,Verified,19714.48,Price_Surge,2827.19,Sell
C088,Energy,22-03-2024,1174.57,Coal,672.72,865.72,26.04,115,Disputed,10589.86,Price_Surge,2255.25,Sell
C033,Energy,10-05-2024,1640.55, Coal ,1222.39,1091.39,25.68,47, Verified ,18147.92,Low_Demand,2473.78,hold
C073, Manufacturing ,23-11-2024,1625.04, RENEWABLE ,495,347,26.03,164,VERIFIED,14397.01,High_Demand,1723.17, Sell 
C026,Energy,29-04-2024,1640.05,Natural Gas,1142.64,1165.64,27.53,76,Disputed,19400.05,Low_Demand,1976.05,hold
C093,Cement,16-05-2025,1639.64,Coal,799.13,780.13,24.65,128,Verified,10283.24,High_Demand,2353.46,Buy
C085,Energy,17-02-2025,1639.48,Natural Gas,579.67,647.67,29.02,46,Disputed,6625.95,Price_Surge,1494.08,hold
C031,Steel,22-04-2024,1638.89,Coal,642.44,566.44,20.75,119,Verified,12098.03,Price_Surge,1445.54,BUY
C001,Cement,20-03-2024,1589.11,Natural Gas,694.54,583.54,26.02,24,Verified,18028.67,High_Demand,2331.58,Sell
C001,Steel,21-04-2025,1638.38,Renewable,659.84,489.84,20.09,29,Disputed,17951.6,High_Demand,1082.07,Buy
C100,Cement,26-12-2025,1637.85,Coal,581.71,751.71,23.45,94,DISPUTED,17089.21,Low_Demand,672.8,Buy
C092,Steel,19-12-2024,1636.82,Coal,987.89,938.89,31.62,116,Disputed,11487.26,Low_Demand,1117.1,Buy
C091, CEMENT ,14-09-2024,1634.91, Mixed Fuel ,960.8,910.8,32.06,146, Verified ,16478.29,Price_Surge,1747.58,BUY
C064,Cement,24-04-2025,791.66,Mixed Fuel,432.11,508.11,26.02,156,Verified,5223.68,Price_Surge,966.21,Hold
C047,Cement,11-11-2024,654.9,Natural Gas,468.31,644.31,26.02,133,Disputed,10327.29,Low_Demand,2675.15,Hold
C011,Energy,27-11-2024,1633.14, Renewable ,734.83,833.83,20.3,67,DISPUTED,5483.2,Price_Surge,1158.68, Buy 
C063,Energy,11-02-2025,1633.1,Mixed Fuel,504,689,24.02,184,DISPUTED,9993.08,Low_Demand,706.08,Buy
C046,Steel,31-10-2024,1632.86,COAL,678.62,756.62,21.08,68,Disputed,15982.61,High_Demand,2832.86,Buy
C007,Energy,11-01-2025,1632.49,nan,1198.81,1064.81,26.59,164,Verified,5389.27,Low_Demand,2626.81,hold
C092,Cement,05-04-2025,1631.77,Natural Gas,1193.82,1368.82,25.87,52,Verified,10232.47,High_Demand,857.29,hold
C084,Cement,24-11-2025,1628.81,Natural Gas,1054.31,1031.31,26.39,133, Verified ,16476.17,Low_Demand,2561.55,hold
C075,Manufacturing,12-04-2024,647.98,Natural Gas,220.88,397.88,26,40,Disputed,9390.07,Low_Demand,2108.1,Hold
C083,Cement,25-09-2024,1626.82, Mixed Fuel ,1137.8,1189.8,24.2,115,Verified,17122.87,Low_Demand,1776.43,Buy
C090,Energy,26-03-2025,2735.59,Renewable,1440.02,1609.02,25.99,43,Disputed,16972.91,Low_Demand,1745.82,Hold
C096, Steel ,03-01-2025,2005.51,Natural Gas,1023.29,1096.29,25.98,88,DISPUTED,13112.66,Price_Surge,2584.1,Sell
